,id,original_name,overview,popularity,vote_average,vote_count
2157,242977,La Palma,A Norwegian family vacationing on La Palma faces disaster when a young researcher discovers alarming signs of an imminent volcanic eruption.,6.1419,6.9,233
2158,73987,Lore,"This anthology series brings to life Aaron Mahnke's “Lore” podcast and uncovers the real-life events that spawned our darkest nightmares. Blending dramatic scenes, animation, archive and narration, Lore reveals how our horror legends - such as vampires, werewolves and body snatchers - are rooted in truth.",3.7382,6.9,407
2159,135864,Nisser,A Christmas vacation turns into a nightmare for a teenager and her family when they discover an ancient menace that stalks their island getaway.,2.3998,6.871,237
2160,62823,Scream: The TV Series,"What starts as a YouTube video going viral, soon leads to problems for the teenagers of Lakewood and serves as the catalyst for a murder that opens up a window to the town's troubled past. Everyone has secrets. Everyone tells lies. Everyone is fair game.",12.8641,6.871,1143
2161,72792,Safe,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.",4.7216,6.867,342
2162,70484,Britannia,An epic drama set in 43AD as the Roman Imperial Army – determined and terrified in equal measure - returns to crush the Celtic heart of Britannia - a mysterious land ruled by warrior women and powerful druids who can channel the powerful forces of the underworld. Or so they say.,9.7562,6.866,216
2163,53425,Wayward Pines,"Imagine the perfect American town... beautiful homes, manicured lawns, children playing safely in the streets. Now imagine never being able to leave. You have no communication with the outside world. You think you're going insane. You must be in Wayward Pines.",9.1761,6.864,858
2164,4035,Inspector Gadget,"Inspector Gadget is a clumsy, dim-witted human cyborg detective with various bionic gadgets built into his body. Gadget stumbles around working the cases while his niece and dog do most of the investigating. Gadget's arch-nemesis is Dr. Claw, the leader of an evil organisation, known as ""M.A.D.""",9.4408,6.863,417
2165,62413,Killjoys,"An action-packed adventure series following a fun-loving, hard living trio of interplanetary bounty hunters (a.k.a. Killjoys) sworn to remain impartial as they chase deadly warrants around the Quad, a system of planets on the brink of revolution.",11.9655,6.861,505
2166,62858,Colony,"In the near future a family must make difficult decisions as they balance staying together with trying to survive. They live in Los Angeles, which has been occupied by a force of outside intruders.  While some people have chosen to collaborate with the authorities and benefit from the new order, others have rebelled — and suffer the consequences.",16.9018,6.859,627
2167,202879,Star Wars: Skeleton Crew,Four ordinary kids search for their home planet after getting lost in the Star Wars galaxy.,9.3159,6.858,383
2168,100043,Blodtur,"The doomed passengers aboard a spectral bus head toward a gruesome, unknown destination in this deliciously macabre horror anthology series.",2.4594,6.9,201
2169,103302,Clarice,"In 1993, six months after the events of The Silence of the Lambs, FBI Agent Clarice Starling returns to the field to pursue serial murderers and sexual predators while navigating the high stakes political world of Washington, D.C.",7.4727,6.855,256
2170,2530,Mr. Bean: The Animated Series,"The animated daily trials and tribulations of clueless yet clever loner Mr Bean (aided by his best friend Teddy of course!) as he stumbles from one mishap to the next, always finding complex solutions to the simplest of problems.",16.4062,6.855,439
2171,121710,Inside Man,"A prisoner on death row in the US, a vicar in a quiet English town, and a maths teacher trapped in a cellar cross paths in the most unexpected way.",5.0125,6.8,344
2172,86382,The Stand,"In a world mostly wiped out by the plague and embroiled in an elemental struggle between good and evil, the fate of mankind rests on the frail shoulders of the 108-year-old Mother Abagail and a handful of survivors. Their worst nightmares are embodied in a man with a lethal smile and unspeakable powers: Randall Flagg, the Dark Man.",7.2304,6.85,700
2173,100698,Tiger King,A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.,4.7779,6.847,536
2174,46080,Маша и Медведь,"Masha is an energetic three-year-old who can’t seem to keep herself out of trouble. Bear is a warm, fatherly figure that does his best to guide his friend and keep her from harm, often ending up the unintended victim of her misadventures.",30.732,6.8,409
2175,122196,The Staircase,"An exploration of the life of Michael Peterson, his sprawling North Carolina family, and the suspicious death of his wife, Kathleen Peterson.",5.5896,6.846,230
2176,106238,Hoops,A foul-mouthed high school basketball coach is sure he'll hit the big leagues if he can only turn his terrible team around. Good luck with that.,1.9807,6.845,210
2177,156902,Kaleidoscope,"A master thief and his crew attempt an epic and elaborate heist worth $7 billion dollars — but betrayal, greed and other threats undermine their plans.",4.8961,6.84,446
2178,62196,Stitchers,"A young woman is recruited into a secret government agency to be “stitched” into the minds of the recently deceased, using their memories to investigate murders.",6.3653,6.8,231
2179,4454,Will & Grace,"Will Truman and Grace Adler are best friends living in New York, and when Grace's engagement falls apart, she moves in with Will. Together, along with their friends, they go through the trials of dating, sex, relationships and their careers, butting heads at times but ultimately supporting one another while exchanging plenty of witty banter along the way.",25.3798,6.842,538
2180,60802,The Last Ship,"Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone naval destroyer must find a way to pull humanity from the brink of extinction.",21.9474,6.8,996
2181,113178,Alien Worlds,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",3.4847,6.831,252
2182,2140,Everybody Loves Raymond,"Ray Barone is a successful sportswriter living on Long Island with his wife Debra, daughter Ally, and twin sons, Geoffrey and Michael. Ray's meddling parents, Frank and Marie, and brother, Robert, live directly across the street.",38.3965,6.8,623
2183,157080,Treason,An MI6 deputy's bright future takes a sharp turn after a reunion with a Russian spy forces him to question his entire life.,5.0073,6.83,235
2184,61335,Fortitude,"Fortitude is a place like nowhere else. Although surrounded by the savage beauty of the Arctic landscape, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now. In such a close-knit community a murder touches everyone and the unsettling, mysterious horror of this crime threatens the future of the town itself.",7.3142,6.8,297
2185,1412,Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",71.6522,6.83,6198
2186,19566,Frank Herbert's Dune,Frank Herbert's Dune is a three-part miniseries written and directed by John Harrison and based on Frank Herbert's 1965 novel Dune.,3.9026,6.8,357
2187,40,Dallas,"The world's first mega-soap, and one of the most popular ever produced, Dallas had it all. Beautiful women, expensive cars, and men playing Monopoly with real buildings. Famous for one of the best cliffhangers in TV history, as the world asked ""Who shot J.R.?"" A slow-burner to begin with, Dallas hit its stride in the 2nd season, with long storylines and expert character development. Dallas ruled the airwaves in the 1980's.",31.9553,6.828,230
2188,100333,Summertime,"A modern love story set during the summer on Italy’s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.",3.9464,6.8,447
2189,64555,Frontier,"In 18th-century North America, ruthless trappers and entrepreneurs fight to wrest control of the fur trade from the mighty Hudson's Bay Company.",8.7532,6.82,325
2190,9045,The Stand,"After a deadly plague kills most of the world’s population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a maleficent being - to face each other in a final battle between good and evil.",7.5785,6.817,503
2191,78950,Miracle Workers,"An anthology series in which a colorful blend of outcasts and iconoclasts confront universal issues across various time periods: love, faith, societal norms, and venturing into the unknown.",9.8457,6.8,299
2192,137437,National Treasure: Edge of History,"While searching for history's greatest treasure, Jess Valenzuela unburies her family's secret past.",7.4095,6.808,229
2193,114922,Citadel,"What if you lost your memory? What if a spy didn’t know they were a spy? Years ago, the top agents of Citadel, Mason Kane and Nadia Sinh, had their minds wiped. But, they’re called back to action as sinister forces emerge from the past. With the help of spymaster Bernard Orlick, these former lovers must remember the past to save the future.",7.9303,6.807,468
2194,80707,GHOUL,A newly minted military interrogator arrives at a covert detention center to discover that some of the terrorists held there are not of this world.,1.82,6.807,215
2195,62117,Younger,"Liza Miller, a suddenly single stay-at-home mother, tries to get back into the working world, only to find it’s nearly impossible to start at the bottom at 40-year old. When a chance encounter convinces her she looks younger than she is, Liza tries to pass herself off as 26 and lands a job as an assistant at Empirical Press. Now she just has to make sure no one finds out the secret only she and her best friend Maggie share.",55.5849,6.8,222
2196,95665,Inventing Anna,"Audacious entrepreneur or con artist? A journalist chases down the story of Anna Delvey, who convinced New York's elite she was a German heiress.",5.4583,6.803,437
2197,2370,Hell's Kitchen,Aspiring restaurateurs brave Ramsay and his fiery command of the kitchen as he puts the competitors through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize.,26.7373,6.803,314
2198,21494,V,"A re-imagining of the 1980s miniseries about the world's first encounter with an alien race in which the aliens call themselves The Visitors, and have a seemingly friendly agenda that may or may not be a cover for something more malevolent.",11.3657,6.8,768
2199,478,Captain Planet and the Planeteers,"Eco-villains beware: Captain Planet is here to save the day! With the guidance of Gaia, five Planeteers - representing Earth, Fire, Water, Wind and Heart - come together to defend our planet from environmental destruction. With their powers combined, the team becomes the solution to pollution!",12.8682,6.799,229
2200,90812,Industry,"In the cutthroat world of international finance, a group of young graduates compete for a limited set of permanent positions at a top investment bank in London. The boundaries between colleague, friend, lover, and enemy soon blur as they immerse themselves in a company culture defined as much by sex, drugs and ego as it is by deals and dividends.",17.9047,6.8,218
2201,4656,Raw,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",117.2365,6.796,348
2202,16118,Salem's Lot,"Ben Mears has returned to his hometown to write a book about the supposedly haunted Marsten House. When people around the Marsten House start dying mysteriously, Mears discovers that the owner of the mansion is actually a vampire who is turning them into an army of undead slaves.",3.9827,6.8,515
2203,86550,Y: The Last Man,Traverse a post-apocalyptic world in which a cataclysmic event decimates every mammal with a Y chromosome but for one cisgender man and his pet monkey. Follow the survivors in this new world as they struggle with their efforts to restore what was lost and the opportunity to build something better.,3.457,6.79,293
2204,139099,The Consultant,"After an unspeakable tragedy at CompWare, a games studio based in downtown Los Angeles, a mysterious consultant, Regus Patoff, blows into town and takes charge.",9.1973,6.789,216
2205,120909,The Tourist,"When a man wakes up in the Australian outback with no memory, he must use the few clues he has to discover his identity before his past catches up with him.",7.3536,6.788,219
2206,62919,Containment,"An epidemic breaks out in Atlanta leaving the large city quarantined and those stuck on the inside fighting for their lives. This is the story of loved ones torn apart, and how the society that grows inside the quarantine reveals both the devolution of humanity and the birth of unlikely heroes.",3.1578,6.787,207
2207,126254,The Midnight Club,"Inside a hospice for terminally ill teens, members of an exclusive club make a chilling pact: The first to die must send a sign from beyond the grave.",8.5465,6.785,325
2208,2706,Roseanne,"A working-class family struggles to get by on a limited income in the fictional town of Lanford, Illinois.",2.5738,6.778,372
2209,2046,Alias,"Sydney Bristow, an agent who has been tricked to believe she is working for the U.S. government, is actually working for a criminal organization named the Alliance of Twelve. Upon learning this, Sydney becomes a double agent for the real CIA.",4.9261,6.778,681
2210,62704,Ballers,"Looking at the lives of former and current football players, the show follows former superstar Spencer Strasmore as he gets his life on track in retirement while mentoring other current and former players through the daily grind of the business of football.",20.2031,6.777,792
2211,1417,Glee,"In this musical comedy, optimistic high school teacher Will Schuester tries to refuel his own passion while reinventing the high school's glee club and challenging a group of outcasts to realize their star potential as they strive to outshine their singing competition while navigating the cruel halls of McKinley High.",41.3182,6.774,909
2212,94722,Tagesschau,"German daily news program, the oldest still existing program on German television.",42.4911,6.8,245
2213,60858,Heroes Reborn,"The supernatural phenomenon begins again with a fresh crop of inspiring heroes who take on the ultimate struggle between those with extraordinary abilities and those with nefarious motives to hunt and harness their powers. Epic adventures await these newly empowered allies as they cross paths with some of the original characters, unlocking the mysterious fate of the universe and their place within it.",8.6536,6.772,548
2214,39362,Alphas,"Five ordinary people with superhuman physical and mental abilities are brought together to form one extraordinary team of Alphas. Operating within the U.S. Department of Defense, the team investigates cases that point to others with Alpha abilities.",7.3857,6.771,327
2215,19654,Rose Red,"Dr. Joyce Reardon, a psychology professor, commissions a team of psychics and a gifted autistic girl to find out the truth about an old, supposedly haunted mansion called Rose Red.",5.8778,6.771,421
2216,129897,Day of the Dead,A group of strangers try to survive the first 24 hours of an undead invasion. This ode to George A. Romero’s famous flesh-eaters reminds us that sometimes all it takes to bring people together is a horde of hungry zombies trying to rip them apart.,3.9207,6.8,202
2217,32754,Terra Nova,"In the year 2149, the world is dying. The planet is overdeveloped and overcrowded, with the majority of plant and animal life extinct. The future of mankind is in jeopardy, and its only hope for survival is in the distant past. An ordinary family goes on an extraordinary journey back in time to prehistoric Earth as a part of a massive expedition to save the human race.",7.7899,6.76,841
2218,73550,Gunpowder,"London, 1605. Robert Catesby, a 33-year old Warwickshire gentleman, devises a plot to blow up Parliament and kill the King.",2.4394,6.755,208
2219,62425,Dark Matter,"The six-person crew of a derelict spaceship awakens from stasis in the farthest reaches of space. Their memories wiped clean, they have no recollection of who they are or how they got on board. The only clue to their identities is a cargo bay full of weaponry and a destination: a remote mining colony that is about to become a war zone. With no idea whose side they are on, they face a deadly decision. Will these amnesiacs turn their backs on history, or will their pasts catch up with them?",11.3058,6.754,828
2220,99356,The Letter for the King,A young boy holds the fate of the kingdom in his hands when he embarks on a quest to deliver a secret message in this sweeping fantasy series.,2.0348,6.751,259
2221,51704,Defiance,"In the near future, planet Earth is permanently altered following the sudden—and tumultuous—arrival of seven unique alien races. In the boom-town of Defiance, the newly-formed civilization of humans and aliens must learn to co-exist peacefully.",11.1427,6.75,521
2222,220564,The Perfect Couple,"Amelia is about to marry into one of the wealthiest families on Nantucket, until a shocking death derails the wedding — and turns everyone into a suspect.",7.3067,6.757,288
2223,83685,Penny Dreadful: City of Angels,"Rooted in the conflict between characters connected to the deity Santa Muerte and others allied with the Devil, this saga explores an exciting mix of the supernatural and the combustible reality of 1938 Los Angeles, a time and place deeply infused with Mexican-American folklore and social tension.",6.6457,6.746,352
2224,39331,Don't Trust the B---- in Apartment 23,"After a naive Midwestern girl's big city dreams are dashed her first week in New York, she finds herself living with her worst nightmare in this hilarious, contemporary comedy about a female odd couple who are surrounded by an outrageous cast of characters.",6.9676,6.744,311
2225,3934,Mickey Mouse Clubhouse,"Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures.",34.8894,6.7,371
2226,99807,La Révolution,"1787, France. While investigating a series of mysterious murders, Joseph Guillotin - the future inventor of the world famous ‘Guillotine’ - uncovers an unknown virus: the Blue Blood. The disease quickly spreads amongst the French aristocracy, driving them to murder ordinary people and soon leads to a rebellion.",3.6256,6.742,217
2227,2685,Family Matters,"A long-running dramedy centering on the Winslow family, a middle-class African American family living in Chicago, and their pesky next-door neighbor, ultra-nerd Steve Urkel. A spin-off of Perfect Strangers.",27.4069,6.7,327
2228,81532,Living with Yourself,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.",3.3846,6.734,333
2229,62517,Zoo,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",12.7434,6.731,572
2230,93716,The Mosquito Coast,Allie Fox—a brilliant inventor and stubborn idealist—uproots his family for a dangerous quest through Mexico to flee the U.S. government and find safety.,13.3568,6.723,276
2231,63201,Glitch,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,6.0382,6.722,376
2232,65784,Slasher,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",9.0594,6.721,332
2233,39357,Suburgatory,"Single father George Altman is doing his best to raise his sixteen-year-old daughter Tessa in the big city. When he discovers a box of condoms in her bedroom, though, he decides the time has come to move her to a more wholesome and nurturing environment: the suburbs. But behind the beautiful homes and perfect lawns lurk the Franken-moms, spray tans, nose jobs, and Red Bull-guzzling teens who have nothing in common with Tessa. It’s a whole new world, one that makes George wonder if they haven’t jumped out of the frying pan and into the fire.",7.4923,6.715,219
2234,112581,The Rig,"When the crew of the Kinloch Bravo find themselves cut off from all communication with the Scottish mainland by a mysterious fog, they must fight to find a way home whilst managing environmental pressures, mounting paranoia and rising tensions. But as the threat facing them reveals itself to be something beyond their wildest imagination, the divided crew must form an alliance to ensure survival.",7.1134,6.714,201
2235,86752,Wu Assassins,"The last in a line of Chosen Ones, a wannabe chef teams up with a homicide detective to unravel an ancient mystery and take down supernatural assassins.",5.6425,6.712,215
2236,228305,Task,"In the working-class suburbs of Philadelphia, an FBI agent heads a task force assembled to put an end to a string of violent robberies led by an unsuspecting family man.",15.1387,6.711,246
2237,3382,Charlie's Angels,"Beautiful, intelligent, and ultra-sophisticated, Charlie's Angels are everything a man could dream of... and way more than they could ever handle! Receiving their orders via speaker phone from their never seen boss, Charlie, the Angels employ their incomparable sleuthing and combat skills, as well as their lethal feminine charm, to crack even the most seemingly insurmountable of cases.",20.5638,6.7,219
2238,83135,The Twilight Zone,"Tales of science fiction, fantasy and the occult, exploring humanity's hopes, despairs, prides and prejudices in metaphoric ways. Next stop ahead The Twilight Zone.",7.6474,6.703,412
2239,119279,Solos,"Anthology series telling character-driven stories set at different moments in time, aiming to showcase that during people's most isolated moments, and in disparate circumstances, the human experience connects everyone.",3.7651,6.699,246
2240,83981,The War of the Worlds,"In Edwardian England, George and his partner Amy attempt to defy society and start a life together as they face the escalating terror of an alien invasion, fighting for their lives against an enemy beyond their comprehension.",4.8499,6.694,294
2241,500,Mad About You,"Young, urban newlyweds Paul and Jamie Buchman try to sustain their marital bliss while sidestepping the hurdles of love in the '90s.",26.9294,6.694,242
2242,93289,Brave New World,"In a utopia whose perfection hinges upon control of monogamy and privacy, members of the collective begin to question the rules, putting their regimented society on a collision course with forbidden love and revolution.",6.4626,6.682,217
2243,32709,Mike & Molly,A comedy about a working class Chicago couple who find love at an Overeaters Anonymous meeting.,13.1657,6.676,253
2244,111837,Willow,"Many years after the events of the original film, legendary sorcerer Willow leads a group of misfit heroes on a dangerous rescue mission through a world beyond their wildest imaginations.",8.5843,6.671,417
2245,88987,Helstrom,Daimon and Ana Helstrom are the son and daughter of a mysterious and powerful serial killer. The siblings have a complicated dynamic as they track down the terrorizing worst of humanity — each with their attitude and skills.,5.3678,6.67,233
2246,61463,The Affair,"The emotional effects of an extramarital relationship between Noah, a New York City schoolteacher and budding novelist with a wife of twenty years and four children and Alison, a young waitress and wife from Montauk at the end of Long Island, trying to piece her life back together in the wake of a tragedy.",10.2083,6.652,394
2247,104108,Reality Z,"A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.",2.1869,6.651,272
2248,60741,Ascension,"In 1963, the U.S. government launched a covert space mission sending hundreds of men, women and children on a century-long voyage aboard the starship Ascension to populate a new world. Nearly 50 years into the journey, as they approach the point of no return, a mysterious murder of a young woman causes the ship’s population to question the true nature of their mission.",4.8777,6.637,331
2249,221300,FUBAR,"When a father and daughter discover they both secretly work for the CIA, their high-stakes missions get tangled up with awkward family dynamics.",14.9467,6.633,493
2250,127581,4400,"4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them. As the government races to analyze the potential threat and contain the story, the 4400 themselves must grapple with the fact that they've been returned with a few ""upgrades"", and the increasing likelihood that they were all brought back now for a specific reason.",3.1095,6.628,239
2251,93826,October Faction,Monster hunters Fred and Deloris Allen tangle with evil ... and family drama with their teenage twins. From the comics by Steve Niles and Damien Worm.,4.5079,6.634,280
2252,3518,Dennis the Menace,"The young blond boy with a cowlick and a mischievous personality, Dennis the Menace, gets into numerous scrapes and adventures with his dog Ruff and his friends Joey, Margaret, Gina, Tommy, PeeBee and Jay.",4.2764,6.624,254
2253,44549,Nashville,"Rayna Jaymes and Juliette Barnes face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business.",17.7108,6.636,247
2254,63375,Bear Grylls: Escape From Hell,"Bear Grylls takes his survival expertise one step further as he reveals the incredible stories of ordinary people stranded in devastatingly dire situations.

Coupled with incredible archive footage and interviews with the survivors, Bear will pit himself against the very same dangers and scenarios, reliving their journeys through first-hand experience and showing us how to survive through some of the world's most desolate landscapes.",3.8854,6.62,424
2255,1795,Jackass,"Join sadomasochistic superheroes Johnny Knoxville, Bam Margera, and the rest of the Jackass crew as they terrorize your TV screens and everyone that gets in their way (especially themselves) with their own sick and twisted interpretation of physical entertainment.  Their brand of pranks, goofball antics, and unabashed brutal comedy are sure to bring new meaning to the phrase ""Don't Try This At Home!""",6.4731,6.6,276
2256,102085,Too Hot to Handle,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",16.4134,6.615,439
2257,39510,Touch,"Martin Bohm, a widower and single father, is haunted by an inability to connect to his autistic, mute 11-year-old son, Jake. Their relationship and their lives take an extraordinary turn when he discovers his gifted son has the ability to see things that no one else can and the patterns that connect seemingly unrelated events.",10.4022,6.612,312
2258,103849,Curon,"When their mother mysteriously vanishes shortly after they all arrive in her hometown, teen twins discover secrets behind the village’s tranquil facade.",1.4451,6.604,201
2259,119105,Feria: La luz más oscura,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,4.2381,6.6,229
2260,39702,House of Lies,"Charming, fast talking Marty Kaan and his crack team of management consultants know how to play the corporate game better than anyone, by using every dirty trick in the book to woo powerful CEOs and close huge deals. In the board rooms, barrooms, and bedrooms of the power elite, corruption is business as usual and everyone's out for themselves first. Nothing is sacred in this scathing, irreverent satire of corporate America today.",14.6906,6.599,208
2261,58811,Helix,"Helix is an intense thriller about a team of scientists from the Centers for Disease Control who travel to a high-tech research facility in the Arctic to investigate a possible disease outbreak, only to find themselves pulled into a terrifying life-and-death struggle that holds the key to mankind's salvation...or total annihilation.",4.1579,6.586,457
2262,111838,The Woman in the House Across the Street from the Girl in the Window,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",5.7502,6.6,485
2263,12225,Peppa Pig,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",69.5954,6.583,726
2264,62417,Emerald City,"In the blink of a tornado’s eye, 20-year-old Dorothy Gale and her K9 police dog are transported to another world, one far removed from our own — a mystical land of competing kingdoms, lethal warriors, dark magic and a bloody battle for supremacy. This is the fabled Land of Oz in a way you’ve never seen before, where wicked witches don’t stay dead for long and a young girl becomes a headstrong warrior who holds the fate of kingdoms in her hands.",3.7635,6.6,205
2265,106541,The Witcher: Blood Origin,"More than a thousand years before the world of The Witcher, seven outcasts in the elven world unite in a blood quest against an unstoppable power.",4.8121,6.565,757
2266,60685,Dominion,"Based on characters from the hit theatrical film ‘Legion’ (2010), ‘Dominion’ is an epic supernatural drama set in the year 25 A.E. In this transformed post–apocalyptic future an army of lower angels, assembled by the archangel Gabriel, has waged a war of possession against mankind. The archangel Michael, turning against his own kind, has chosen to side with humanity against Gabriel. Rising out of the ashes of the 25-year-long battle are newly fortified cities which protect the human survivors. In Vega (formerly Las Vegas), the largest of these cities, two houses vie for control and the stage is set for political upheaval and a dangerous power shift. Meanwhile, a rebellious young soldier begins a perilous journey as the war between the human race and the fallen angels hellbent on their domination escalates.",5.3579,6.564,299
2267,1480,Ally McBeal,"Ally McBeal is a young lawyer working at the Boston law firm Cage and Fish.  Ally's lives and loves are eccentric, humorous, dramatic with an incredibly overactive imagination that's working overtime!",10.2941,6.563,340
2268,70513,Salvation,An MIT grad student and a tech superstar bring a low-level Pentagon official a staggering discovery that an asteroid is just six months away from colliding with Earth.,7.3624,6.562,417
2269,66939,Gypsy,The journey of Jean Holloway – a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives.,4.5876,6.575,208
2270,1739,According to Jim,"Jim is the typical all-American guy — a macho ""everyman"" — with a soft spot for his beautiful wife and children. Jim's boyish bravado and humorous antics keep a certain level of turmoil in their home, but there's never a doubt that this ""opposites attract"" couple are in their marriage for keeps!",21.1048,6.554,364
2271,133700,Devil in Ohio,"Determined to protect a young patient who escaped a mysterious cult, a psychiatrist takes the girl in, putting her own family — and life — in danger.",5.3724,6.549,224
2272,39336,The River,"Wildlife expert and TV personality Emmet Cole sets course around the world with his wife, Tess, and son, Lincoln, while filming what would become one of the most popular shows in television. After he goes missing deep in the Amazon, his family, friends and crew set out on a mysterious and deadly journey to find him.",2.3751,6.549,274
2273,96815,"Sex, Explained","From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",2.2371,6.548,1869
2274,18614,Hung,"Desperate times call for desperate measures and Ray Drecker's situation couldn't be much tougher. The former high school sports legend turned middle-aged high school basketball coach is divorced and struggling to provide for his kids when his already run-down house catches fire. Looking to take on a second job, Ray decides to exploit his best asset in a last-ditch attempt to change his fortunes.",12.8081,6.545,202
2275,84469,Cowboy Bebop,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",7.5651,6.541,444
2276,90811,Avenue 5,"40 years in the future, space captain Ryan Clark and the crew of the luxury space cruise ship Avenue 5 navigate disgruntled passengers and unexpected events after experiencing technical difficulties onboard.",7.4009,6.54,399
2277,62816,Quantico,"A diverse group of recruits has arrived at the FBI Quantico Base for training. They are the best, the brightest and the most vetted, so it seems impossible that one of them is suspected of masterminding the biggest attack on New York City since 9/11.",21.6227,6.539,699
2278,114472,Secret Invasion,Nick Fury and Talos discover a faction of shapeshifting Skrulls who have been infiltrating Earth for years.,15.8225,6.537,1309
2279,96658,Masters of the Universe: Revelation,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,6.9101,6.5,381
2280,85922,Space Force,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,15.5438,6.534,788
2281,89233,Away,"American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",4.7022,6.5,345
2282,118642,Mr. & Mrs. Smith,"Meet the Smiths: two lonely strangers, John and Jane, who have given up their lives and identities to be thrown together as partners – both in espionage and in marriage.",8.6712,6.5,360
2283,62127,Marvel's Iron Fist,"Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny.",4.8127,6.52,2613
2284,68006,Taken,"The origin story of younger, hungrier, former Green Beret Bryan Mills as he deals with a personal tragedy that shakes his world. As he fights to overcome the incident and exact revenge, Mills is pulled into a career as a deadly CIA operative, a job that awakens his very particular, and very dangerous, set of skills.",13.4154,6.5,261
2285,124010,How I Met Your Father,"In the near future, Sophie tells her son the story of how she met his father: a story that catapults us back to the year 2021 where Sophie and her close-knit group of friends are in the midst of figuring out who they are, what they want out of life, and how to fall in love in the age of dating apps and limitless options.",9.3562,6.496,263
2286,90259,The Third Day,"A unique story told over two distinct halves, ""Summer"" follows Sam, a man drawn to a mysterious island off the British coast where he encounters a group of islanders set on preserving their traditions at any cost. ""Winter"" follows Helen, a strong-willed outsider who comes to the island seeking answers, but whose arrival precipitates a fractious battle to decide its fate.",3.1298,6.495,214
2287,45140,Teen Titans Go!,"Robin, Starfire, Raven, Beast Boy and Cyborg return in all-new, comedic adventures. They may be super heroes who save the world every day ... but somebody still has to do the laundry!",53.2561,6.5,680
2288,18202,Cougar Town,"Jules Cobb is a mom in her forties facing the often humorous challenges, pitfalls and rewards of life's next chapter. Along for the journey is her son, her ex-husband, her husband/neighbor and her friends who together make up her dysfunctional, but supportive and caring extended family... even if they have a funny way of showing it sometimes.",17.9632,6.476,254
2289,239770,Doctor Who,The Doctor and his companion travel across time and space encountering incredible friends and foes.,27.264,6.461,267
2290,50628,Intelligence,"A drama centered on a high-tech intelligence operative who is enhanced with a super-computer microchip in his brain, and the director of the elite government cyber-security agency who supports him.",3.6047,6.467,225
